parent_asin,train_count,scenario
B09WTVGXYQ,22,popular
B07Z56MT3F,18,warm
B01L3YMW8O,120,popular
B08HLQQLSZ,5,warm
B07RZKGNFP,18,warm
B08JYS8KQR,11,warm
B072N26C3L,37,popular
B01N6VH0DA,641,popular
B08DX6983T,34,popular
B07DQBVPST,69,popular
B09D3VDJC4,5,warm
B0BHN6DCR9,13,warm
B015GEQ1V6,12,warm
B08981HJ4Z,7,warm
B08JNKKPD4,3,cold
B0C63KFYKK,238,popular
B08LST74YR,9,warm
B0BMQH6PL4,22,popular
B07QF5JQM5,10,warm
B07KJ8QC5B,9,warm
B0BGBSW94Y,60,popular
B072KDCF3D,60,popular
B07D1LX69C,14,warm
B01H4XBYIW,79,popular
B07DHFP47L,28,popular
B089ZQ8C8Z,4,cold
B0BXPLLGKV,3,cold
B08FFVL36Q,14,warm
B09HL1YG6W,26,popular
B0048104T4,14,warm
B01K1JTMBM,3,cold
B091PJWXLD,98,popular
B000EOUYH6,24,popular
B08B11CBBC,36,popular
B003FK81US,137,popular
B09NBQN1R6,99,popular
B07V3JYVQH,68,popular
B0B2F4LX8J,62,popular
B07FTD8HS4,169,popular
B007KZQMO6,186,popular
B0BVQPNHH5,4,cold
B000EI0EBS,9,warm
B0B51KN8YJ,27,popular
B098NWTDBP,26,popular
B01DU445U8,52,popular
B09QGNB537,6,warm
B093F72KZZ,181,popular
B0C6KMGDQW,2,cold
B06XS7G71Y,107,popular
B07CQDHPFT,415,popular
B0001Q5SZ0,5,warm
B00MN5HZEE,57,popular
B08L4ZYWF3,3,cold
B08VWS6F48,12,warm
B0C892WRCB,84,popular
B0BN38KWR5,19,warm
B088GTGB2Z,10,warm
B0044C08TS,24,popular
B0BKWQZK7N,31,popular
B01M733OQA,29,popular
B07D2LVVDX,9,warm
B08LDM2H83,11,warm
B003YK2092,32,popular
B075WNZNMR,47,popular
B0BDQSK1JG,56,popular
B07B8T66KB,56,popular
B099KHHKH2,4,cold
B01DXK4ZFO,4,cold
B0932VRZNS,9,warm
B07ZWYLVNY,44,popular
B018K28HOU,28,popular
B003L18SFY,41,popular
B0B72CN2R1,100,popular
B0BW42NQD3,785,popular
B082MXJVH3,368,popular
B07DLQD6YK,9,warm
B0B1HTH29J,9,warm
B08HSGZT6H,132,popular
B00CWWAXXS,10,warm
B015RTVXA4,38,popular
B00UWGT4MW,154,popular
B08952DDML,9,warm
B0CB1DBY1J,2,cold
B07DD1JCYS,13,warm
B08TKLY954,84,popular
B00KWRQQPE,1146,popular
B01ASWH5KW,129,popular
B005V919FU,9,warm
B07ZFJYMF7,146,popular
B09TWBT79L,5,warm
B08VN7W28X,44,popular
B0734HG1H2,30,popular
B0C8MRFLKZ,42,popular
B07MQKM7NP,3,cold
B07MJ31VC1,14,warm
B019G28EZK,6,warm
B076H35NNY,12,warm
B07ZP93ND9,23,popular
B07LDTPX4Y,9,warm
B01N6SN1JO,295,popular
B08L3SKRGN,55,popular
B0C13K6VCH,59,popular
B0CB5X56VQ,3,cold
B0C2BVCBRV,79,popular
B07J2FGZSM,4361,popular
B0989LR95D,71,popular
B09PV9Z9DT,17,warm
B073GHCJZN,3,cold
B07HDZJBKS,34,popular
B0778DR437,67,popular
B004GAR91S,32,popular
B07WG4K7KS,133,popular
B0C73Y3V3C,21,popular
B09N9WXQ5K,17,warm
B0916L3DVL,9,warm
B07JDJN8G2,5,warm
B0BJVCLHHW,15,warm
B0037NX6JY,635,popular
B019YMEFXM,6,warm
B07X7SZPHN,37,popular
B01HYUQVVA,99,popular
B0B1LRG7FL,5,warm
B07D4DFFK6,26,popular
B001FWKA7A,122,popular
B0BXCZ9JGT,53,popular
B0BY2HDSJB,6,warm
B019MQGG00,34,popular
B0BS6LVVYT,8,warm
B082YHWFLC,3,cold
B07GSVQ7M8,31,popular
B073NP1VGZ,133,popular
B0BR38JF3W,4,cold
B09QL9L463,192,popular
B07MBD66GZ,85,popular
B09CTFY414,183,popular
B07N92DBR8,5,warm
B009M7G9PM,3,cold
B0BXT9MCD4,4,cold
B00WS1IH0Y,23,popular
B09TG3XX4L,3,cold
B01E0BUPW2,121,popular
B00K57LOLW,234,popular
B08D6SKVVN,37,popular
B0933VD599,59,popular
B005M17HKS,7,warm
B0BG2Q737V,196,popular
B09HSRT8NG,10,warm
B00CIQ7NXQ,36,popular
B06XTZV2W2,35,popular
B015VWZ9ZC,5,warm
B085VK7JTT,22,popular
B00WP9NFUG,107,popular
B083JFTZMN,1659,popular
B09SLP7M57,1,cold
B00AMOPU40,56,popular
B08PVM316V,51,popular
B0BWVXWNVV,53,popular
B008H08JZ8,606,popular
B071CQ134W,6,warm
B07FK1WX5Z,39,popular
B08637TFBW,19,warm
B0B9B1WWSB,23,popular
B07C2H2NDX,136,popular
B07YMBXN79,40,popular
B09F357D6H,7,warm
B09W56KRKB,65,popular
B07VDSBQSD,31,popular
B00FK7H1ZA,18,warm
B0B8MPK4K5,5,warm
B0BWFDC53P,7,warm
B09Z84P1MR,30,popular
B0C53MB1DX,26,popular
B01DM7AEF8,100,popular
B089JW8H4N,22,popular
B07H4F64XL,10,warm
B00SV72JH6,29,popular
B086DFWK9T,160,popular
B09RGGCLCT,0,new
B00KOGO70O,95,popular
B096XJRX5C,6,warm
B0836JGCBN,82,popular
B084TGWPD9,43,popular
B08L6JQJYY,3,cold
B094YYY9CH,14,warm
B0B827ZXBT,12,warm
B09QKBBNCX,40,popular
B09782CNF4,4,cold
B07GR971W2,19,warm
B09HC5GRKY,88,popular
B07DPNVQMS,45,popular
B0997HW4JP,19,warm
B00HVUBDFS,221,popular
B09JK9QNKX,1,cold
B09R7TGG6Q,6,warm
B07GVGMW59,145,popular
B0002KR13M,232,popular
B0B81QQDB7,9,warm
B0BS8RRKSN,21,popular
B08K9YT25X,53,popular
B08XHFK5SZ,121,popular
B093B2CYCM,2,cold
B00H707TIW,19,warm
B07BD1Q4DD,124,popular
B09LRSGM2D,27,popular
B01JPH95T0,9,warm
B08723V9DD,396,popular
B0B77SFF63,330,popular
B01DLWL3KE,29,popular
B09DPJBLSP,8,warm
B07JQ2F2WG,13,warm
B0892W611Z,24,popular
B0BYGW3DXV,19,warm
B000JIHQU0,14,warm
B00DSZ5B4E,86,popular
B07DNRBMNN,10,warm
B07SM6T7FR,27,popular
B07V35SXMC,67,popular
B09DFNLCVL,3,cold
B0BFHC5MVP,26,popular
B0BHWK5J94,10,warm
B01GUQUBEW,142,popular
B0B5TH2Q4X,17,warm
B0BJL8PDBP,17,warm
B00W1HPPPA,84,popular
B07PXKMGT2,7,warm
B081D5WS4Z,4,cold
B00OXN2N4G,23,popular
B0C6QXGW5S,21,popular
B09GZ7XTKT,1,cold
B07W7K7GQL,8,warm
B07CVK61PK,4,cold
B0BVJC15BD,52,popular
B078HZBL1F,13,warm
B07C3TXZRQ,39,popular
B075Y8ZVBB,132,popular
B01LYFI8UF,32,popular
B0827Y61Y3,52,popular
B095LCBY8Z,2,cold
B0BCK34LZ4,3,cold
B07HV74R1Z,4,cold
B0CCBVT73Z,30,popular
B07855PLZY,40,popular
B014JV14TG,7,warm
B08B1SH9PH,16,warm
B01LXR0AR9,6,warm
B074XN9HLR,3,cold
B07GFCQ1CR,6,warm
B005D60SSU,36,popular
B09TW2BP26,175,popular
B00HT5ODP2,15,warm
B08XLDZM3X,9,warm
B09P4QW5Y2,7,warm
B0B3DR1XKQ,25,popular
B01N464FBE,2,cold
B07S9B4X98,38,popular
B00KYCSRSG,164,popular
B07Y8687XS,10,warm
B089ST82VS,13,warm
B0973K6VC1,6,warm
B09ZLFGNSC,2,cold
B07MVTWJRR,8,warm
B08PFZK4YZ,5,warm
B0C4PG5YB1,19,warm
B07BMN3FSK,10,warm
B07GVDL637,26,popular
B095L3HVW2,502,popular
B018T32HUU,7,warm
B086YK6QVJ,6,warm
B082X5YRXK,4,cold
B07WD75HCD,293,popular
B002JQPTRW,22,popular
B002WQ7CFG,170,popular
B083DN78NM,4,cold
B0C45FJF8X,189,popular
B01FPRBDIA,22,popular
B0964SHG8W,67,popular
B0859GXLXS,8,warm
B01BNPT1EG,218,popular
B07YFD37SF,1775,popular
B08BRF7XRM,32,popular
B083R531PV,7,warm
B07JWF7VMJ,914,popular
B09PNG1JY3,143,popular
B07V54DFNC,10,warm
B08PZ7N1Q2,2,cold
B09FMHKGXY,1,cold
B0992B5MHK,26,popular
B01BI8UUMA,5,warm
B0BFFXDM1V,124,popular
B08M5KCX78,372,popular
B08PPZR5PF,6,warm
B09YLWS9SP,114,popular
B07BV1WH6Y,28,popular
B07M6SF835,17,warm
B0BM8HG921,102,popular
B07541GPSW,9,warm
B0C6NZWTG1,111,popular
B08C316XVF,47,popular
B09P55QZGN,10,warm
B08F515LPS,3,cold
B0B13WD9KM,20,warm
B09L7PB6T6,8,warm
B078WG7HZY,291,popular
B07V23KJPQ,3,cold
B00JRW3TBY,45,popular
B071XY4R26,14,warm
B0B47SXK7H,5,warm
B09F9D8TSC,2,cold
B001708N4M,8,warm
B01MS1PMML,577,popular
B08NF1WN43,6,warm
B00BC80UX6,19,warm
B0BGXD5XF1,9,warm
B07SZL2MMD,14,warm
B089GXY4WJ,17,warm
B00P8VYFMA,91,popular
B06VVVY2WT,16,warm
B07JDHY44R,6,warm
B07GNJXTBK,32,popular
B085LB4LCC,5,warm
B07SC4JSGZ,61,popular
B08KY684PB,410,popular
B09KV5PJR5,9,warm
B09CP3KZM6,14,warm
B07RH9G7Y7,207,popular
B08ZNDP79S,11,warm
B07822JQ43,137,popular
B07RCW26ZC,56,popular
B078WQK4Y5,592,popular
B08LD9NGQ2,506,popular
B07C7KKVW7,5,warm
B06ZZH8LZS,6,warm
B004GETLY2,74,popular
B00B2O7B8M,4,cold
B099F3YP9F,4,cold
B08C6XBCN6,9,warm
B083FG5493,3,cold
B07R3YFFR7,18,warm
B08HSMSLRH,47,popular
B09X2MD1TS,62,popular
B0B5LW6277,14,warm
B0B93HK4K6,5,warm
B07T6G3MXZ,8,warm
B07QMV99J3,13,warm
B09L4LM2M4,4,cold
B08CGJPN4R,4,cold
B0C5Y52L8X,63,popular
B0BDPT5LC1,146,popular
B09TS8ZL94,133,popular
B09Q854DFN,1,cold
B0B92XL4GC,13,warm
B07HPGRJYJ,3,cold
B0B7RW47VZ,46,popular
B0BS5BWSS1,13,warm
B00B0FYHUI,307,popular
B0B7D532GF,11,warm
B06XP51521,84,popular
B00E1JGFA0,55,popular
B07DRG2YHK,15,warm
B00EDSZYII,81,popular
B08K43TTHH,7,warm
B0BBPLXJRV,26,popular
B00DOPW5L0,147,popular
B001DAT0XE,424,popular
B00GDDTTFA,14,warm
B0BPC3G868,19,warm
B08XPTPQFK,4,cold
B07FLYC8FG,3,cold
B00P3NMVVU,900,popular
B00839DL7O,70,popular
B079GH4BNC,55,popular
B0BNLTB4R6,18,warm
B00IJE0H9I,13,warm
B00080FPT8,6,warm
B08YGKCHNF,948,popular
B098B5KBFB,110,popular
B0BVZK993K,39,popular
B0BLGTX7WJ,58,popular
B08ZYPS7JP,2,cold
B07GL2JQX8,6,warm
B07FSSR6Z4,654,popular
B00IK3KTBY,35,popular
B08B1P534M,22,popular
B07P5R28G9,5,warm
B097QYCYDN,5,warm
B08GS15N3T,51,popular
B08B5T2YY4,4,cold
B072KH9DJB,30,popular
B07GKZNJV3,3,cold
B0C3YR5VXM,18,warm
B0744J225J,26,popular
B0BPRWNLZK,3,cold
B003EALLHE,75,popular
B06XD6WJFW,40,popular
B09SLHWV78,4,cold
B072ZV1566,61,popular
B07RMSY7V1,7,warm
B08L72KZWM,5,warm
B07CYKZN8W,6,warm
B07S9FJDV2,39,popular
B07C9S56GX,12,warm
B01C68DWT4,166,popular
B07FGNYL5X,32,popular
B07D746TS7,24,popular
B08WFXHWG5,40,popular
B07FDYD1NF,21,popular
B00GFK7IJ0,35,popular
B09BTG2T4C,16,warm
B0BHR9HQM3,9,warm
B07LH21GR2,56,popular
B07R1LJ492,144,popular
B08JTFTL47,11,warm
B0BG1ZZ3BG,39,popular
B09ZPT2ZXN,6,warm
B0C1MQC5C9,52,popular
B00E56OIWG,1296,popular
B07Y9XK7MW,220,popular
B0C9G24BWK,27,popular
B0CBN84X8F,31,popular
B0B9988M54,31,popular
B09RXV64L8,3,cold
B0C5DLYKGJ,1,cold
B079MRJHSD,903,popular
B01KT301YC,916,popular
B07TYYP62B,46,popular
B08TMBXLGD,9,warm
B01E5YIIWS,51,popular
B08139D8F9,4,cold
B08RK49MGH,340,popular
B09F76BCZS,17,warm
B00MVOKTLS,32,popular
B074PNT3HJ,24,popular
B003LRS1UA,44,popular
B09JBY6J38,10,warm
B0824VF4T3,7,warm
B07MM677Q5,4,cold
B07XYDQ133,16,warm
B073ZK2HH3,98,popular
B0C993FB9F,5,warm
B077M3B33F,285,popular
B09QKWCJJ3,4,cold
B0B8VCJV17,38,popular
B077C4LMLW,5,warm
B01HN0HBFG,234,popular
B097PLF9XM,3,cold
B078745CW6,15,warm
B085WFYXFP,6,warm
B0861TNRDR,22,popular
B00EHFJJHY,863,popular
B07516ZHRS,20,warm
B008MR2EGG,39,popular
B09V4T218C,76,popular
B07L5Z1DFZ,16,warm
B08HV4J6CS,3,cold
B01FW27ZLC,7,warm
B075QGCLWR,14,warm
B000EH6GKM,131,popular
B096Y9DF2J,3,cold
B07W7WSDF6,23,popular
B0B8N8Z95B,13,warm
B0BDLQLSGD,55,popular
B07GXHYFR2,15,warm
B00XIQ176E,25,popular
B01N9N2C3Q,77,popular
B0BT9KNFR8,8,warm
B09MHXB7QB,207,popular
B0B12DL9SS,12,warm
B07P97VVG1,25,popular
B09ZDQMNQD,3,cold
B0C5HTBNRW,139,popular
B0C7R9NWK1,5,warm
B00EZMZULI,3272,popular
B01M5LBQTS,35,popular
B07KXMFMHF,234,popular
B07TDBH1KJ,93,popular
B01EI6DQS4,30,popular
B08DRD45V2,27,popular
B097GR83QQ,7,warm
B0CC19M72T,2,cold
B08G462X4Q,387,popular
B000J0EMN2,6,warm
B09DSJ1YNL,13,warm
B00XJJXQ78,19,warm
B09MT164FG,60,popular
B08136WJXW,18,warm
B087M74MC8,13,warm
B09NL2DKZ4,0,new
B0BDWN4RHW,92,popular
B0C85HMXTC,10,warm
B0B1M6Q6XC,822,popular
B0753MZHY3,123,popular
B0BZ62FQ13,968,popular
B00SVFUB5A,99,popular
B06XHSQ9C5,13,warm
B07H9WF968,16,warm
B07L64GJ42,9,warm
B00K73IE1C,107,popular
B093B74FB3,10,warm
B0899N7BDL,7,warm
B08F3GL4BC,58,popular
B012G2K86K,32,popular
B09X29M585,9,warm
B0B7HGH12W,5,warm
B0BGL1BVGN,15,warm
B09FPY1KGS,4,cold
B078MKK491,20,warm
B07W844N43,12,warm
B00JABGJSM,1275,popular
B07WX7ZF31,66,popular
B0060GF1ES,35,popular
B01LY795V4,11,warm
B096NNKRZM,1,cold
B0BC87S9SY,120,popular
B09YQD3K5Q,216,popular
B074PPQKPR,126,popular
B07VF8GQKJ,15,warm
B0BC3STNBW,19,warm
B06XSPNJF8,418,popular
B08MTBY872,11,warm
B07C5YKVV1,18,warm
B073QMTJHK,166,popular
B0C3VV6DWW,27,popular
B07SRP6X7Q,62,popular
B096DKD3TD,3,cold
B07628HLTM,191,popular
B0BN5MD6J4,5,warm
B073PYVMNT,4,cold
B00ZVS9N4A,42,popular
B0BVMC9QLH,210,popular
B0BGYQVKR7,4,cold
B07XC3NMS2,202,popular
B00WLGDZ30,13,warm
B073Y4JQ6F,131,popular
B09ZPQLGXM,16,warm
B01J94T4R2,1244,popular
B0174X43LM,5,warm
B09GMYX4N5,33,popular
B009XCK6PK,148,popular
B07X354DKM,128,popular
B08QDLHWGJ,13,warm
B00N2S6ZUQ,1108,popular
B01GPRGO10,13,warm
B072Q9RSP3,100,popular
B0B5GX6SCW,3,cold
B08XJZYPT9,2,cold
B09SKSDGX2,195,popular
B08D73XS81,3,cold
B007A9WRAU,70,popular
B07PJVM79X,40,popular
B08QV8GJQ4,2,cold
B0756TMNSC,15,warm
B00OAO6LEQ,39,popular
B07G3WVR5C,36,popular
B073VC99ZL,24,popular
B0BNDR8F2Y,6,warm
B0BFZ8LWRD,10,warm
B078X646JT,35,popular
B099FBKYWG,2,cold
B0C5DXMMJ1,6,warm
B08MZ4K1NF,10,warm
B0B5MGXFL9,7,warm
B072BXSTY8,52,popular
B004E951DY,24,popular
B0CBCHTY7L,18,warm
B09WYHLZZY,7,warm
B0039ORBLK,274,popular
B07F1Q446S,3,cold
B07MCSPSCQ,4,cold
B003ZWBG7Q,34,popular
B00E477IC8,52,popular
B00PHUT176,8,warm
B01FZ86SCK,15,warm
B07STGHXY9,3,cold
B002HZW7CK,58,popular
B0B4WPWG98,39,popular
B0CBQJ36ZN,398,popular
B0BXNJL7DG,49,popular
B092CZ27MV,26,popular
B07BMVNJZP,19,warm
B07SHGWRCW,1,cold
B07G3N7M78,21,popular
B08TZSPZXR,12,warm
B00WUIHKJE,18,warm
B0851R6PK7,11,warm
B08H133JF3,24,popular
B000WL6YY8,1314,popular
B0C2HWSXNL,3235,popular
B07RLWRM3B,26,popular
B09TC7GTXF,156,popular
B01M262LLV,33,popular
B08T1ZZWW8,5,warm
B06VT87HRZ,38,popular
B08MTJN79H,83,popular
B076LVMX7X,55,popular
B08HV6K6PB,94,popular
B09Y1P76LH,19,warm
B004UR487A,484,popular
B079LZSF32,9,warm
B07KPTQ9FS,315,popular
B094V99HNH,9,warm
B07B3T59TX,37,popular
B07599SS4F,9,warm
B08VFR19C2,7,warm
B07MXD75TR,10,warm
B07RQZ84T5,2,cold
B07SH29BVX,157,popular
B004M8SVGG,80,popular
B01FGD3P4S,6,warm
B0BML8FNHR,41,popular
B07VNTDQ6P,47,popular
B00TBI3G1C,19,warm
B07CPCMY1W,58,popular
B007ZFSAB4,169,popular
B09C5MXBLN,18,warm
B01IB0OU5G,12,warm
B0BTHG728Z,6,warm
B0B3XHVKFR,1,cold
B07L2SJDVH,5,warm
B0BC8KMKYY,45,popular
B08NCDJ33N,6,warm
B08X4C2GV7,17,warm
B07FVDV6L1,9,warm
B0963TH5MF,1221,popular
B0C13V42Z8,0,new
B078BGLCS8,38,popular
B013R9SKLQ,161,popular
B09RGDCQB9,151,popular
B09RV24NTP,102,popular
B09PMCS7V5,3,cold
B09YRKL8B3,2,cold
B004K87GAK,6,warm
B0007RRL30,91,popular
B08J5N2BQG,4,cold
B07BJ8KD6X,67,popular
B094CFJ9SW,3,cold
B0002JTD20,49,popular
B0714G89S3,54,popular
B06XHYYLFJ,14,warm
B0C2V82YHC,10,warm
B09QKBWT5P,68,popular
B09LH3NSVJ,50,popular
B00I7HAAL2,48,popular
B083BR5DJB,17,warm
B07THJGZ9Z,468,popular
B0BMZQZXQV,122,popular
B081J6T7Q4,34,popular
B00XUFEB9I,4,cold
B00210MRGC,91,popular
B08N5PHB83,149,popular
B096Z5RF6P,14,warm
B07QF55KGQ,8,warm
B081QPYS8J,60,popular
B0050D2YU6,13,warm
B001KPILLE,326,popular
B07Q46J1YP,11,warm
B07XPDB4CX,98,popular
B0042JAGY0,78,popular
B07VMXV3LS,8,warm
B01EMIIFCU,103,popular
B00XS423SC,136,popular
B01M06SGWM,22,popular
B09K29G6L4,16,warm
B00YCC5HNM,595,popular
B01B3934OA,477,popular
B00MT0SKAQ,326,popular
B00RH4ZHF0,10,warm
B0731H4WND,50,popular
B01HTWJIFY,9,warm
B07TD8VP6R,2,cold
B08L6VS5B8,12,warm
B07RBX73NW,3,cold
B0861V7J87,2,cold
B07HL3J2XF,112,popular
B0002EXJPM,56,popular
B08H7X46W5,6,warm
B07CYPZ5QW,54,popular
B00E3ZYWUM,86,popular
B07PQLHG8P,16,warm
B078GQ5QBR,42,popular
B0C2VKWNY9,0,new
B0BT2XG2GT,30,popular
B09192Y7K3,4,cold
B08K8N8V2K,16,warm
B0BKKP997X,11,warm
B00C982KZY,106,popular
B079ZSHY8S,17,warm
B07JQR37W6,27,popular
B0C3312Y2X,27,popular
B08P5M27Y9,5,warm
B0BQR7GMHM,9,warm
B0948F131R,66,popular
B089Q78812,3,cold
B0BK6N4GTR,211,popular
B08K2B24HG,2,cold
B06XDCJVFB,19,warm
B0721B8M3J,24,popular
B00BID35BO,30,popular
B07BWGYLZJ,38,popular
B094YFRL85,709,popular
B082H3L68P,361,popular
B0C6H85C1T,453,popular
B07GVVDR5Z,24,popular
B00QGJ91A4,129,popular
B0153CASRY,175,popular
B0036EB6KU,10,warm
B004DKVRDM,23,popular
B07W3SXTT1,18,warm
B0816QXZSH,8,warm
B01M3UJ64R,54,popular
B0BQXHZM3X,25,popular
B0096B6O9K,11,warm
B00JFBDGGK,19,warm
B0BSDZR2LX,17,warm
B0B4SWZTZ1,1303,popular
B08HMGFPDQ,2,cold
B08KDKW2BM,5,warm
B077QDP8XP,4,cold
B00J6CA17A,9,warm
B07YNZ1PG9,14,warm
B0B4ZV9WF9,277,popular
B01E58ZFCA,32,popular
B00KR4XJK2,329,popular
B0757MH46M,106,popular
B07WVWDGFX,5,warm
B088KQ1P52,546,popular
B097NRH13H,47,popular
B00XIY8JGM,103,popular
B08DMT9NV5,4,cold
B082HL739W,45,popular
B011KQ3R0M,25,popular
B098TV6FC6,5,warm
B09S6Q37B3,12,warm
B09R7PDR1J,291,popular
B00YUZH4LE,33,popular
B07JQ1JYPJ,80,popular
B0BYN98XJP,34,popular
B08DCRJPHP,15,warm
B0BXDDQPFX,91,popular
B07Q2MXPH6,117,popular
B002ZIULPY,32,popular
B07DDPNBJZ,146,popular
B0719MW52M,8,warm
B072TW79NY,59,popular
B07BHHHTX6,104,popular
B09C5CVYJT,11,warm
B008I648B0,174,popular
B0C94QHC6D,6,warm
B001985SWW,631,popular
B01MTNWN2D,3,cold
B07HNSFSNQ,13,warm
B00O1ANTD0,13,warm
B0BSY732DZ,26,popular
B0BG43W5FF,2,cold
B00C6MLZCM,11,warm
B09C338RHF,3,cold
B09HM5Y55P,26,popular
B005MWMBBM,13,warm
B0C4PTWQ6B,24,popular
B07QX9FKKV,117,popular
B08MZQ5L2R,23,popular
B07BMCNMCD,4,cold
B0BGP2DMS7,51,popular
B08KHNNYM1,26,popular
B01KO171CY,19,warm
B079B39QZ4,11,warm
B0BRNNPZGM,1,cold
B01LOOJ8VC,17,warm
B01IU9UMVY,2122,popular
B07PDVTF8L,2,cold
B01GDITOEU,355,popular
B09KZCC3SB,117,popular
B07KGV1PS6,6,warm
B0BTV39NV3,104,popular
B08HRWCF6Q,12,warm
B08N64CV9X,7,warm
B0000YVEGA,8,warm
B07MZCNLVM,17,warm
B07S7CZDMW,70,popular
B0BGB5DKTF,389,popular
B005CMP434,108,popular
B0957Q47TB,7,warm
B09242L5K9,212,popular
B08K2QSJJF,17,warm
B06XP3ZS6H,6,warm
B01BBDCFOS,9,warm
B00HFXJX26,10,warm
B08VS4HN6S,8,warm
B0BXCZ7GQ6,38,popular
B0777K6F8R,108,popular
B0C3HCYF6Z,21,popular
B01M8M50WI,182,popular
B0C6RTY5V1,15,warm
B07CTR53KF,429,popular
B07MQWYBV8,83,popular
B07XLMQ39D,127,popular
B08X24HTX8,151,popular
B01AHMAHXK,122,popular
B0119EIHTG,259,popular
B00QMX4PGY,6,warm
B084Y41WCL,204,popular
B07VPT27RT,11,warm
B00F5NB7JK,496,popular
B00YCWKD5E,40,popular
B07YD1R7DJ,4,cold
B091HXYQ6B,13,warm
B07GQYYH7J,22,popular
B00JWKZPWM,317,popular
B08DDKGVN7,18,warm
B0BMD8B464,9,warm
B09KGNX4CN,3,cold
B08CZ1FYBD,81,popular
B07D961XT2,87,popular
B07VNBC5PS,52,popular
B08H7X8FM5,15,warm
B08SLXFQJR,4,cold
B01B9KHMX2,4,cold
B08BG19T7K,13,warm
B07QJW4ZL5,27,popular
B096M29NF5,24,popular
B06XP7FC78,92,popular
B06WRRGYMM,27,popular
B0BYMNZDW2,161,popular
B0CCVBP2FH,2,cold
B073C5SM86,23,popular
B0BG76XQKF,16,warm
B0012MZAOG,85,popular
B0B8MTZ9HS,9,warm
B073QWKQB1,14,warm
B099RSKH97,6,warm
B07G5K1ZV2,11,warm
B07VSWK14G,3,cold
B0BLNDNBG1,23,popular
B09DLDHVVX,14,warm
B07X4D3BR6,149,popular
B09KZ97FYJ,15,warm
B07QCRL3HQ,109,popular
B07VF9HB6R,54,popular
B0BXDZB2XW,14,warm
B07TJS2DBT,80,popular
B076LHNMC3,24,popular
B071YJXTQP,23,popular
B08MKT9B7X,31,popular
B09P4NGVWB,515,popular
B006ZZ1VH0,50,popular
B073P357G2,11,warm
B07FN9J3KY,12,warm
B0B3VC1GNM,50,popular
B0BVVF7PXW,36,popular
B09MYPS6GV,6,warm
B091NVV1JP,2,cold
B08JCLZ57Y,9,warm
B0BY8N7HHG,506,popular
B072P2QNKW,46,popular
B07R38GFL2,105,popular
B0081TSZCC,173,popular
B08DF6X7DR,27,popular
B0837VWC8X,17,warm
B0C39ZP5R8,29,popular
B07Y9WX85J,6,warm
B0BR4BL31Y,122,popular
B0B4WM5CB8,61,popular
B00O4CQGCG,26,popular
B07QC4WZFZ,20,warm
B07MVP5RX7,195,popular
B07CLHRY6Z,11,warm
B01NBYJK7C,48,popular
B0BV6SQPK2,163,popular
B07K72TY63,35,popular
B08QCLL46D,6,warm
B07R6NMCWK,9,warm
B0B2851KLD,5,warm
B005BSR4PU,45,popular
B01LWLYTZD,23,popular
B07532HKWG,2862,popular
B07QBCZ4LC,10,warm
B07B8V6P6B,4,cold
B08RW75CL2,150,popular
B078LX5QGZ,9,warm
B0082YLJQ0,201,popular
B09DK7WRMB,4,cold
B08SQH252R,76,popular
B09QCXTHFD,52,popular
B077Y73KZY,5,warm
B07CPK6CND,6,warm
B091NWB4RJ,19,warm
B08SBSS12W,2,cold
B00P8HP636,8,warm
B00K0HMRH2,45,popular
B00I0C57BM,775,popular
B08B5WNRZQ,13,warm
B095ZJ8QQQ,176,popular
B074K9KSZK,97,popular
B00ZYNH8FI,53,popular
B0B3M6NP62,94,popular
B07QH36ZG2,3,cold
B00EPIWXYY,75,popular
B00L8BU7RQ,13,warm
B00KPPX00C,75,popular
B07N98QPKD,99,popular
B0741D3HLS,72,popular
B013BP63IS,63,popular
B08KH11H6W,1,cold
B01GWIUUJY,10,warm
B081N8M6JH,6,warm
B08B3G74MY,46,popular
B073RFJ7Z5,6,warm
B005C31H34,63,popular
B08MW3HZGN,21,popular
B07K4TCKVL,25,popular
B00CZ6WFXM,257,popular
B072ZQB512,61,popular
B0866SG5XM,267,popular
B07M6JYWXX,8,warm
B09NPZJRCM,4,cold
B015PM16OG,30,popular
B07JPZYH28,24,popular
B00LCOL60Q,19,warm
B00LWSN290,11,warm
B077YXBMTC,10,warm
B0775YDGN9,109,popular
B0C4J62PWR,25,popular
B0B8BFS21H,308,popular
B08XZ5GCKK,214,popular
B00005TQKQ,122,popular
B07NQ5WFB3,4,cold
B078YQS231,26,popular
B004PKGL0Y,18,warm
B0BGLTMSPQ,60,popular
B09NBWYT7W,6,warm
B071DTXTFW,151,popular
B08PZ25FSW,49,popular
B07YXZ1CP3,13,warm
B00J4Z7WBC,4,cold
B0BTPBBL52,268,popular
B0C7H1XD7V,202,popular
B078NQ5ZJ2,2,cold
B07QCKXHJY,4,cold
B00ICDAAXO,344,popular
B0BZPB56TJ,5,warm
B00OA6HZU8,307,popular
B089NGZF34,36,popular
B09XV1JTWC,11,warm
B071JBBYCR,126,popular
B004AM5RB6,230,popular
B072LVGX6P,15,warm
B07B7FZZB7,29,popular
B09QPX62DM,4,cold
B002LITT3I,192,popular
B07Y5L1HCV,161,popular
B0140L4H3U,11,warm
B08NDZR81G,3,cold
B01M0GHMCT,15,warm
